RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2783,15759184,Russell,705,France,Male,34,7,117715.84,1,1,0,2498.67,0
2784,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0
2785,15681332,Tate,437,France,Female,43,6,0,1,1,0,148330.97,1
2786,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0
2787,15750547,Bair,738,France,Male,26,9,0,2,1,1,48644.94,0
2788,15566380,Drury,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0
2789,15675963,Padovano,627,France,Female,57,9,0,2,1,1,107712.42,0
2790,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0
2791,15621466,Waters,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0
2792,15607176,Kang,674,France,Male,22,3,0,1,1,1,173940.59,0
2793,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0
2794,15613197,Ugochukwutubelum,590,France,Male,40,8,0,2,1,0,62933.03,0
2795,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0
2796,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0
2797,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0
2798,15773949,Cherkasova,692,France,Female,36,3,0,2,1,1,8282.22,0
2799,15774164,Coles,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0
2800,15774127,Potter,518,France,Male,46,3,0,2,1,0,76515.79,0
2801,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0
2802,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1
2803,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1
2804,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0
2805,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0
2806,15693893,Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0
2807,15672499,Iadanza,635,France,Male,34,3,134692.4,2,1,1,83773.02,0
2808,15750410,Jordan,680,France,Female,25,4,123816.5,1,1,1,90162.35,0
2809,15568904,Kruglova,608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0
2810,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1
2811,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1
2812,15771059,Welch,756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0
2813,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0
2814,15695280,Hung,532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0
2815,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1
2816,15598338,Mays,647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0
2817,15735784,Gardner,583,France,Male,38,8,0,1,1,0,47848.56,0
2818,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0
2819,15642870,Ross,677,France,Male,58,9,0,1,0,1,168650.4,0
2820,15637977,Barese,542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0
2821,15600792,Swayne,613,Spain,Male,29,0,0,2,0,1,133897.32,0
2822,15576131,Phillips,666,France,Male,40,5,0,2,1,0,147878.05,0
2823,15686588,Manfrin,777,France,Female,28,2,134571.5,1,0,1,118313.38,0
2824,15761018,Tan,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1
2825,15616029,Adams,705,France,Male,32,7,0,2,1,0,7921.57,0
2826,15761149,Teng,673,France,Female,44,8,133444.97,1,0,1,5708.19,0
2827,15802758,Chinwendu,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1
2828,15647838,Davison,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1
2829,15735968,Hsing,605,France,Male,41,10,0,2,0,1,97213.09,0
2830,15581286,Castro,734,France,Female,40,9,176914.8,1,1,1,12799.23,0
2831,15625445,Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,0
2832,15600173,Manna,595,France,Female,33,9,0,2,1,1,41447.86,0
2833,15635143,Fennescey,749,France,Male,42,2,56726.83,2,0,1,185543.35,0
2834,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1
2835,15762455,Yeh,624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0
2836,15797165,Bergamaschi,703,France,Male,56,9,0,1,0,0,85547.33,1
2837,15788189,Matveyeva,665,France,Female,41,8,96147.55,1,1,0,137037.97,0
2838,15780492,Ignatyeva,648,France,Male,42,4,0,2,1,0,19283.14,0
2839,15678497,Lederer,850,Spain,Male,48,2,0,1,1,0,169425.3,1
2840,15588560,Nwabugwu,569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0
2841,15606003,Abramowitz,566,France,Female,21,3,0,2,1,1,3626.47,0
2842,15611756,Chapman,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0
2843,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1
2844,15702416,Cecil,734,France,Male,43,7,107805.67,1,0,0,182505.68,0
2845,15766288,Ikechukwu,586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1
2846,15667633,Allen,612,France,Female,38,1,0,2,1,1,9209.21,0
2847,15622774,Kao,648,France,Male,34,0,0,1,1,1,167931.81,0
2848,15755416,Hart,557,France,Female,27,3,87739.08,1,1,1,123096.56,0
2849,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0
2850,15643908,Turnbull,433,France,Female,49,10,0,1,1,1,87711.61,0
2851,15627395,Manners,643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0
2852,15679663,Chiazagomekpere,488,France,Female,36,0,0,2,1,0,136675.22,0
2853,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1
2854,15596379,Wallace,743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0
2855,15746674,Miller,730,France,Female,47,7,0,1,1,0,33373.26,1
2856,15801256,Bazhenov,746,Spain,Male,49,7,0,2,0,1,10096.25,0
2857,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0
2858,15598521,Ma,580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0
2859,15621457,Chu,850,France,Male,27,6,96654.72,2,0,0,152740.16,0
2860,15764726,Kerr,563,France,Male,22,3,137583.04,1,0,1,5791.85,0
2861,15646374,Wynne,766,Germany,Female,28,3,62717.84,2,1,1,13182.43,0
2862,15716501,Moon,659,France,Male,32,9,95377.13,1,0,1,187551.24,0
2863,15589948,Disher,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0
2864,15811343,Cattaneo,644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0
2865,15659677,Beluchi,746,France,Male,47,8,142382.03,1,1,1,62086.62,0
2866,15594436,Mazzi,588,Spain,Male,33,2,0,2,1,1,12483.56,0
2867,15748995,Ifeajuna,691,Spain,Male,30,9,0,2,0,1,10963.04,0
2868,15677062,Howe,666,France,Female,38,6,127043.09,1,1,1,8247,0
2869,15697201,Yocum,640,Spain,Female,46,3,0,1,1,1,156260.08,0
2870,15666453,Moore,611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0
2871,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1
2872,15569867,Chinweuba,529,France,Female,29,8,0,2,1,0,19842.11,0
2873,15711602,Lowrie,676,France,Female,36,3,91711.59,1,1,1,95393.43,0
2874,15717736,Shen,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0
2875,15750441,Lavarack,782,France,Male,36,5,81210.72,2,0,1,108003.38,0
2876,15732791,Davide,641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0
2877,15775104,Gomes,697,France,Female,38,1,182065.85,1,1,0,49503.5,0
2878,15757607,Matveyeva,623,France,Male,45,0,0,1,1,0,196533.72,1
2879,15793070,Fiorentino,494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1
2880,15760456,Eberechukwu,731,France,Female,38,10,123711.73,2,1,0,171340.68,1
2881,15665385,Gibney,657,France,Male,44,6,76495.04,1,1,0,79071.89,0
2882,15612418,Virgo,744,France,Female,38,9,0,2,0,0,20940.76,0
2883,15727138,Kulikova,774,Spain,Male,46,9,0,2,1,1,34774.26,0
2884,15732061,Liu,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1
2885,15776051,Kao,551,France,Female,45,6,0,2,1,1,51143.43,0
2886,15616530,Foran,638,France,Male,36,6,188455.19,1,0,0,47031.4,1
2887,15632344,Jones,792,France,Female,42,0,99045.93,2,1,0,47160.01,0
2888,15744979,Fowler,666,France,Female,36,8,0,1,0,1,158666.99,0
2889,15745433,Conti,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0
2890,15683657,Stephenson,594,France,Female,31,0,79340.95,1,1,0,78255.86,0
2891,15718572,Willis,600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0
2892,15665783,Ts'ui,565,France,Male,49,7,0,2,1,1,89609.26,0
2893,15652782,Chibuzo,678,Germany,Male,48,2,101099.9,2,0,1,193476.04,0
2894,15707025,Fang,648,Spain,Female,31,5,0,2,1,1,5199.02,0
2895,15647807,Wyckoff,642,France,Male,40,8,109219.83,1,1,0,52827.51,0
2896,15718281,Muir,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1
2897,15660571,Halpern,668,Spain,Male,43,10,113034.31,1,1,1,100423.88,0
2898,15727857,Flynn,635,Spain,Male,41,1,0,2,1,0,175611.5,0
2899,15639252,Shao,603,Spain,Male,30,6,129548.5,2,1,1,19282.85,0
2900,15628144,Soares,635,France,Female,72,4,74812.84,1,0,1,27448.33,0
2901,15683560,Gallo,642,France,Female,40,7,0,2,1,0,183963.34,0
2902,15653275,Lei,785,Spain,Female,54,1,0,2,1,0,45113.92,1
2903,15622182,Daniels,628,Germany,Female,28,3,153538.13,2,1,0,110776.01,0
2904,15613962,Kenechi,499,France,Female,38,9,0,2,0,1,183042.2,0
2905,15618437,Singleton,567,Spain,Male,34,10,0,2,0,1,161571.79,0
2906,15783338,Williams,449,Spain,Male,32,0,155619.36,1,1,1,166692.03,0
2907,15764491,Greece,701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0
2908,15712960,Olisanugo,613,Spain,Male,37,3,171653.17,1,0,1,5353.12,0
2909,15688157,Padovano,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0
2910,15579287,Rossi,581,France,Male,35,4,0,2,0,1,86383.82,0
2911,15570931,Grant,620,France,Male,61,5,0,1,0,0,31641.52,1
2912,15615177,Ebelegbulam,561,Spain,Male,28,6,123692,1,1,1,70548.96,0
2913,15809906,Mitchell,558,Germany,Male,26,1,148853.29,2,1,1,24411.02,0
2914,15652169,Buckley,642,France,Male,35,2,133161.95,1,0,1,122254.86,0
2915,15649450,Repina,805,Germany,Male,24,6,143221.35,2,1,0,186035.72,0
2916,15777179,Ellis,687,France,Male,35,9,0,2,0,1,73133.82,0
2917,15803538,Douglas,695,Spain,Male,56,1,0,3,1,0,187734.49,1
2918,15610936,Becher,562,France,Male,33,6,0,2,1,0,111590.35,0
2919,15590094,Nwachukwu,613,Germany,Male,38,9,126265.88,2,0,0,15859.95,0
2920,15572706,Smith,589,France,Male,37,5,0,1,1,0,61324.87,0
2921,15634564,Aksyonov,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0
2922,15684296,Artyomova,714,France,Male,34,5,141173.03,1,0,1,98896.06,0
2923,15702293,Medvedeva,588,Spain,Female,35,7,0,2,1,1,108739.15,0
2924,15642099,Tsui,679,Spain,Male,39,6,0,2,1,0,12266.06,0
2925,15773273,Runyon,730,Spain,Male,38,5,118866.36,1,1,1,163317.5,0
2926,15613337,Gallo,833,France,Male,47,2,0,2,1,1,182247.77,0
2927,15800482,Bradshaw,586,Spain,Female,33,7,0,2,1,1,168261.4,0
2928,15732644,Evans,567,Spain,Female,54,5,92316.31,2,1,0,158590.66,1
2929,15713426,Hancock,637,Germany,Male,30,1,122185.53,1,1,0,102566.46,1
2930,15640789,Butler,711,France,Male,38,4,123345.85,1,1,0,141827.83,0
2931,15598892,Bradshaw,828,France,Male,30,4,73070.18,2,0,0,161671.15,0
2932,15606436,Bergamaschi,500,Spain,Male,38,7,0,2,0,0,192013.23,0
2933,15751227,Ebelegbulam,807,France,Male,47,1,95120.59,1,0,0,127875.1,0
2934,15812365,Greco,850,France,Male,40,8,102800.65,1,1,0,60811.56,0
2935,15616088,Lucas,782,France,Female,70,7,97072.42,1,0,1,131177.22,0
2936,15803886,Barber,629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0
2937,15587311,Dobbs,582,Spain,Male,33,6,0,2,0,1,72970.93,0
2938,15617401,Thomson,468,France,Male,22,2,0,2,1,0,28123.99,0
2939,15775886,Su,670,France,Male,36,3,0,1,1,0,140754.19,1
2940,15807305,Watkins,805,France,Male,39,2,0,1,0,0,166650.32,0
2941,15761717,Ch'ien,720,France,Male,26,10,51962.91,2,1,0,45507.24,0
2942,15628008,Monds,781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0
2943,15583755,McClemans,592,Germany,Male,33,2,156570.86,1,1,1,37140.2,0
2944,15661409,Shen,542,France,Female,42,1,0,1,1,1,178256.58,1
2945,15774250,Gallo,532,France,Male,42,1,159024.71,1,1,0,100982.93,1
2946,15681476,Foveaux,520,France,Female,39,1,73493.17,1,0,1,109626.13,1
2947,15654870,Longo,759,France,Female,45,8,0,2,1,1,99251.24,0
2948,15790448,Calabresi,473,France,Female,35,6,69617.36,1,1,0,143345.69,0
2949,15785326,Randall,639,Spain,Female,35,5,136526.26,2,1,0,59653.03,0
2950,15592854,Garcia,705,France,Male,25,3,113736.27,1,0,1,196864.61,0
2951,15617486,Sullivan,530,France,Male,52,1,106723.28,1,0,0,109960.4,1
2952,15806796,Higgins,516,Germany,Female,33,10,138847.9,1,1,1,127256.7,0
2953,15644699,Crawford,850,France,Female,40,0,0,2,1,0,1099.95,0
2954,15622305,Martin,746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0
2955,15608209,Currey,622,Germany,Male,33,3,96926.12,2,1,0,48553.77,0
2956,15626898,Teng,743,France,Male,30,7,77599.23,1,0,0,144407.1,0
2957,15644297,Austin,732,Germany,Male,38,5,178787.54,1,1,1,195760.53,0
2958,15731569,Hudson,850,France,Male,81,5,0,2,1,1,44827.47,0
2959,15582149,Ts'ui,850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0
2960,15802483,Hancock,686,France,Male,34,6,146178.13,2,1,1,88837.11,0
2961,15686999,Nicholas,556,France,Female,40,8,0,2,1,0,62112.7,0
2962,15772479,Napolitano,673,France,Male,37,4,0,2,0,0,163563.07,0
2963,15778884,Jamieson,809,France,Female,38,2,154763.21,2,1,1,174800.31,0
2964,15623630,Foster,634,Germany,Female,56,3,116251.24,1,0,1,42429.88,1
2965,15774316,Moretti,630,France,Male,37,6,0,2,1,1,82647.65,0
2966,15695097,Chiedozie,564,Germany,Female,30,0,100954.88,2,0,0,134175.15,0
2967,15645404,Okwukwe,625,France,Female,51,4,124620.01,2,1,0,92243.94,1
2968,15750574,Lumholtz,677,Spain,Female,34,4,0,2,1,1,6175.53,0
2969,15636812,Rose,583,France,Male,40,9,112701.04,1,0,0,29213.63,0
2970,15712068,Wan,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0
2971,15652030,De Bernales,637,Germany,Male,49,2,108204.52,1,1,0,169037.84,1
2972,15577398,Ch'eng,850,France,Male,30,6,86449.39,1,1,1,188809.23,0
2973,15756848,Edmondson,633,Spain,Male,42,10,0,1,0,1,79408.17,0
2974,15806929,Ch'ien,751,Germany,Male,36,5,73194.99,1,1,1,89222.66,0
2975,15656005,Millar,592,Germany,Male,31,7,124593.23,1,1,0,86079.67,0
2976,15722632,Dickson,716,Germany,Male,50,2,119655.77,1,1,1,12944.17,1
2977,15794356,Toscani,641,Germany,Male,42,3,121765.37,2,1,1,166516.84,0
2978,15659656,Pan,849,France,Male,35,4,110837.73,1,0,0,126419.8,0
2979,15588341,Chigozie,647,Spain,Male,47,10,99835.17,1,0,1,89103.05,0
2980,15709142,Sagese,608,Germany,Female,30,2,91057.37,2,1,0,132973.17,0
2981,15627042,Reilly,555,France,Female,26,7,0,2,1,0,93122.41,0
2982,15627517,Taylor,497,Spain,Male,27,7,149400.27,1,0,0,167522.19,0
2983,15803032,Yen,599,Germany,Male,38,9,89111.63,1,0,0,157239.6,0
2984,15665129,Kapustin,545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0
2985,15628272,Singh,774,France,Female,36,9,114997.42,1,1,0,75304.09,0
2986,15678206,Yeh,464,France,Male,46,6,161798.53,1,1,0,182944.47,0
2987,15678427,Genovese,696,Germany,Female,27,2,96129.32,2,1,1,5983.7,0
2988,15678067,Boyle,667,Spain,Male,45,3,0,2,0,0,163655.01,0
2989,15793331,Blair,812,France,Male,32,5,133050.97,2,1,0,89385.92,0
2990,15699532,Okagbue,516,France,Male,51,8,120124.35,2,0,1,168773.54,0
2991,15605827,Khan,645,France,Male,39,8,0,2,0,0,96864.36,0
2992,15643635,Robertson,664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0
2993,15787710,Tikhonov,427,Spain,Female,39,9,0,2,1,0,28368.37,0
2994,15614137,MacDonald,685,France,Female,40,7,0,2,1,0,103898.59,0
2995,15754494,Ah Mouy,585,France,Female,33,4,152805.05,1,1,0,63239.65,0
2996,15713440,Barese,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1
2997,15803479,Winter-Irving,708,France,Female,67,1,0,2,0,1,3837.08,0
2998,15709639,Wilson,717,France,Female,22,5,112465.06,1,1,1,92977.75,0
2999,15601719,Fiorentino,465,Germany,Male,24,6,156007.09,1,1,0,191368.37,0
3000,15772482,Iloerika,829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1
3001,15591489,Davison,826,France,Male,26,5,142662.68,1,0,0,60285.3,0
3002,15629002,Hamilton,747,Germany,Male,36,8,102603.3,2,1,1,180693.61,0
3003,15798053,Nnachetam,707,Spain,Male,32,9,0,2,1,0,126475.79,0
3004,15753895,Blue,590,Spain,Male,37,1,0,2,0,0,133535.99,0
3005,15595426,Madukwe,603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1
3006,15645815,Mills,615,France,Male,45,5,0,2,1,1,164886.64,0
3007,15632848,Ferrari,634,France,Female,36,1,69518.95,1,1,0,116238.39,0
3008,15703068,Nixon,716,Germany,Male,41,8,126145.54,2,1,1,138051.19,0
3009,15791513,Manfrin,647,France,Male,41,4,138937.35,1,1,1,101617.64,1
3010,15587210,McCartney,591,Germany,Female,44,10,113581.98,1,1,0,1985.41,0
3011,15793803,Robinson,574,France,Male,34,1,112572.39,1,0,0,165626.6,0
3012,15787756,Nkemdirim,467,Germany,Male,51,10,114514.71,2,1,0,177784.68,1
3013,15723437,Sal,701,France,Female,35,2,0,2,1,1,65765.22,0
3014,15702715,Kao,747,France,Female,34,10,0,2,1,1,50759.8,0
3015,15809872,Ikechukwu,650,France,Male,32,2,84906.45,1,1,0,163216.48,0
3016,15644295,Hargreaves,731,Spain,Female,39,2,126816.18,1,1,1,74850.93,0
3017,15778694,Sievier,638,Germany,Female,26,1,105249.76,2,1,1,23491.09,0
3018,15759555,Murphy,569,Spain,Male,41,2,0,2,1,0,134272.57,0
3019,15631406,Munro,459,Germany,Male,50,5,109387.9,1,1,0,155721.15,0
3020,15616676,Donnelly,632,Germany,Male,23,3,122478.51,1,1,0,147230.77,1
3021,15771154,North,683,France,Female,73,8,137732.23,2,1,1,133210.44,0
3022,15669491,Cruz,850,France,Female,46,2,157866.77,1,1,1,18986.12,0
3023,15697691,Sinclair,512,France,Female,41,6,0,1,1,1,100507.81,0
3024,15665180,Vasiliev,616,France,Female,31,3,136789.14,1,1,0,59346.4,1
3025,15752588,Vasilyeva,664,France,Male,36,1,0,2,1,1,95372.64,0
3026,15743051,Hamilton,694,France,Male,30,10,144684.03,1,1,1,31805.49,0
3027,15571873,Sung,655,France,Male,24,9,107065.31,1,1,1,51959.82,0
3028,15679743,Genovesi,607,France,Female,33,8,91301.72,1,0,1,130824.57,0
3029,15769412,Atkinson,684,Spain,Male,39,4,207034.96,2,0,0,157694.76,1
3030,15775124,Watterston,763,Spain,Male,37,8,0,2,1,1,933.38,0
3031,15732113,Butters,671,Spain,Male,50,8,0,1,0,1,2560.11,0
3032,15578141,Chien,592,Spain,Male,38,3,0,1,1,1,12905.89,1
3033,15595874,Gorbunova,666,Spain,Female,36,6,0,2,1,0,176692.87,0
3034,15755642,Bulgakov,667,France,Male,34,5,0,2,1,1,102908.63,0
3035,15576526,Steele,850,Spain,Male,36,6,0,2,0,1,41291.05,0
3036,15792489,Polyakova,622,Spain,Male,42,9,0,2,1,0,119127.06,0
3037,15733705,Bull,577,France,Female,30,8,92472.1,2,0,1,126434.61,0
3038,15807221,Weaver,555,Spain,Male,21,1,0,2,0,0,103901.35,0
3039,15573045,Earl,547,France,Male,62,10,127738.75,2,1,1,85153,0
3040,15756824,Giordano,613,Germany,Female,50,5,101242.98,2,1,0,12493.61,0
3041,15773520,Begg,672,France,Female,43,4,92599.55,2,1,1,167336.78,0
3042,15627439,Pickering,624,Spain,Female,36,10,0,2,0,1,186180.42,0
3043,15701439,Fanucci,698,Spain,Female,50,1,0,4,1,0,88566.9,1
3044,15785352,Chang,606,France,Male,37,6,82373.94,1,0,0,172526.9,1
3045,15616525,Sopuluchi,720,Spain,Male,31,4,141356.47,1,0,0,137985.69,0
3046,15717489,Martin,835,France,Male,23,9,0,1,1,0,19793.73,1
3047,15795737,McNaughtan,771,Spain,Female,47,3,72664,2,1,1,107874.39,0
3048,15693877,Stewart,811,France,Female,47,3,123365.34,2,0,0,171995.34,0
3049,15576111,Reagan,734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0
3050,15595713,Heller,548,Spain,Male,33,6,0,1,1,1,31728.35,0
3051,15808868,Nwokeocha,652,France,Female,31,3,103696.97,3,0,0,155221.05,1
3052,15708193,Liu,707,France,Male,33,2,0,2,0,0,130866.95,0
3053,15697801,Sokolova,605,Germany,Female,56,1,74129.18,2,1,1,62199.78,1
3054,15770121,Bancroft,623,France,Female,34,9,0,1,1,0,24255.21,0
3055,15800524,Nnanna,686,Germany,Male,29,3,185379.02,1,1,0,64679.07,0
3056,15686236,Trevisani,525,Germany,Female,47,1,118087.68,1,1,0,88120.78,1
3057,15659807,Nwachinemelu,657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0
3058,15736078,Ting,730,Germany,Female,33,7,130367.87,1,1,0,15142.1,1
3059,15620836,Lo Duca,816,Germany,Female,34,2,108410.87,2,1,0,102908.91,0
3060,15698184,Marshall,484,France,Female,50,2,90408.16,2,0,0,48170.57,0
3061,15717643,Band,728,France,Female,34,6,90425.15,2,1,1,11597.69,0
3062,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1
3063,15814757,Carter,477,Spain,Male,31,9,0,2,0,1,184061.17,0
3064,15812607,Wilson,663,Germany,Female,46,6,95439.4,1,1,1,21038.58,1
3065,15663888,Connor,549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0
3066,15748882,Reid,714,Spain,Male,29,9,0,2,1,0,129192.55,0
3067,15690829,Sandefur,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1
3068,15695819,Bidwill,504,Germany,Male,43,5,134740.19,2,1,0,181430.91,0
3069,15696834,Cone,530,France,Female,29,5,0,2,0,0,121451.21,0
3070,15797710,Saunders,619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0
3071,15700654,Liardet,617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0
3072,15583764,Wilkes,791,Germany,Male,31,1,130240.33,1,0,0,96546.55,0
3073,15688849,Martin,609,France,Male,48,1,108019.27,3,1,1,184524.65,1
3074,15661473,Boni,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1
3075,15601030,Patel,777,Germany,Female,34,5,96693.66,1,1,1,172618.52,0
3076,15789557,Howell-Price,817,Germany,Female,27,7,129810.6,1,1,1,59259.44,0
3077,15745250,Simpson,850,France,Male,58,8,156652.13,1,0,0,25899.21,1
3078,15590349,Rowland,732,France,Female,36,9,0,1,0,0,3749,1
3079,15741693,Barnard,693,France,Male,40,4,130661.96,1,1,1,101918.96,0
3080,15618446,Nnonso,576,France,Female,50,8,0,2,1,1,57802.62,0
3081,15766552,Rossi,643,France,Male,37,6,0,2,0,0,142454.77,0
3082,15668775,Pendred,757,France,Male,47,3,130747.1,1,1,0,143829.54,0
3083,15757895,Martin,569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0
3084,15774551,K?,772,Spain,Male,36,3,112029.83,1,1,1,186948.35,0
3085,15684011,Miller,576,Germany,Male,29,7,130575.26,1,0,1,173629.78,0
3086,15736146,Afamefula,608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0
3087,15656286,Sims,794,France,Male,33,0,0,2,0,0,178122.71,0
3088,15774847,Knight,593,France,Male,50,6,171740.69,1,0,0,20893.61,0
3089,15619340,Obijiaku,597,Spain,Male,38,1,0,2,1,0,41303.29,0
3090,15815656,Hopkins,541,Germany,Female,39,9,100116.67,1,1,1,199808.1,1
3091,15623357,Onio,692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0
3092,15601324,Black,697,France,Female,48,1,0,2,1,1,87400.53,0
3093,15715510,Eluemuno,768,France,Male,29,2,95984.69,2,1,1,73686.75,0
3094,15663770,Doyle,802,France,Male,38,1,142557.11,1,1,1,172497.73,0
3095,15779267,Onyemere,584,France,Male,47,5,0,2,1,0,89286.29,0
3096,15597957,Rahman,614,Spain,Male,66,2,0,2,0,1,180082.7,0
3097,15584620,Su,850,Germany,Female,36,6,143644.16,1,1,0,22102.25,1
3098,15750772,Walker,671,France,Female,38,6,132129.72,1,0,1,76068.95,0
